,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
2820510,2016-02-21,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),42,D. Lillard - lillada01,make,2-pt layup
2820513,2016-02-21,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),23,D. Lillard - lillada01,make,2-pt layup
2826215,2016-02-23,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Plumlee),85,D. Lillard - lillada01,make,3-pt jump shot
2833135,2016-02-25,D. Lillard misses 2-pt jump shot from 5 ft,96,D. Lillard - lillada01,miss,2-pt jump shot
2833144,2016-02-25,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),86,D. Lillard - lillada01,make,3-pt jump shot
2833147,2016-02-25,D. Lillard misses 2-pt layup from 2 ft,64,D. Lillard - lillada01,miss,2-pt layup
2833169,2016-02-25,D. Lillard misses 3-pt jump shot from 25 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
2838623,2016-02-27,D. Lillard misses 2-pt layup at rim,110,D. Lillard - lillada01,miss,2-pt layup
2838640,2016-02-27,D. Lillard misses 3-pt jump shot from 23 ft,43,D. Lillard - lillada01,miss,3-pt jump shot
2842768,2016-02-28,D. Lillard misses 3-pt jump shot from 28 ft,120,D. Lillard - lillada01,miss,3-pt jump shot
2842776,2016-02-28,D. Lillard makes 2-pt layup at rim,41,D. Lillard - lillada01,make,2-pt layup
2859281,2016-03-04,D. Lillard misses 3-pt jump shot from 27 ft,59,D. Lillard - lillada01,miss,3-pt jump shot
2859284,2016-03-04,D. Lillard makes 2-pt layup from 1 ft,47,D. Lillard - lillada01,make,2-pt layup
2859289,2016-03-04,D. Lillard misses 3-pt jump shot from 28 ft,24,D. Lillard - lillada01,miss,3-pt jump shot
2859291,2016-03-04,D. Lillard makes 3-pt jump shot from 25 ft,20,D. Lillard - lillada01,make,3-pt jump shot
2859302,2016-03-04,D. Lillard misses 2-pt jump shot from 6 ft,14,D. Lillard - lillada01,miss,2-pt jump shot
2859304,2016-03-04,D. Lillard misses 3-pt jump shot from 24 ft,9,D. Lillard - lillada01,miss,3-pt jump shot
2859320,2016-03-04,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),2,D. Lillard - lillada01,make,3-pt jump shot
2905903,2016-03-17,D. Lillard misses 3-pt jump shot from 25 ft,33,D. Lillard - lillada01,miss,3-pt jump shot
2914275,2016-03-20,D. Lillard misses 2-pt jump shot from 4 ft (block by S. Mejri),114,D. Lillard - lillada01,miss,2-pt jump shot
2914277,2016-03-20,D. Lillard misses 2-pt layup at rim,112,D. Lillard - lillada01,miss,2-pt layup
2914289,2016-03-20,D. Lillard makes 2-pt layup from 2 ft,30,D. Lillard - lillada01,make,2-pt layup
2914304,2016-03-20,D. Lillard misses 3-pt jump shot from 24 ft,1,D. Lillard - lillada01,miss,3-pt jump shot
2927312,2016-03-23,D. Lillard misses 2-pt jump shot from 6 ft (block by W. Matthews),87,D. Lillard - lillada01,miss,2-pt jump shot
2929958,2016-03-24,D. Lillard makes 2-pt jump shot from 11 ft (assist by A. Crabbe),47,D. Lillard - lillada01,make,2-pt jump shot
2929968,2016-03-24,D. Lillard makes 3-pt jump shot from 24 ft,24,D. Lillard - lillada01,make,3-pt jump shot
2970746,2016-04-05,D. Lillard misses 3-pt jump shot from 25 ft,118,D. Lillard - lillada01,miss,3-pt jump shot
2974811,2016-04-06,D. Lillard misses 2-pt layup from 1 ft,79,D. Lillard - lillada01,miss,2-pt layup
2974818,2016-04-06,D. Lillard misses 2-pt layup from 4 ft (block by E. Kanter),17,D. Lillard - lillada01,miss,2-pt layup
2984281,2016-04-09,D. Lillard makes 2-pt jump shot from 5 ft,61,D. Lillard - lillada01,make,2-pt jump shot
2984298,2016-04-09,D. Lillard makes 2-pt layup from 1 ft,13,D. Lillard - lillada01,make,2-pt layup
2984309,2016-04-09,D. Lillard makes 3-pt jump shot from 27 ft,4,D. Lillard - lillada01,make,3-pt jump shot
2984319,2016-04-09,D. Lillard misses 3-pt jump shot from 55 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
3013202,2016-04-23,D. Lillard misses 3-pt jump shot from 26 ft,93,D. Lillard - lillada01,miss,3-pt jump shot
3016465,2016-04-25,D. Lillard misses 2-pt layup from 1 ft,69,D. Lillard - lillada01,miss,2-pt layup
3018258,2016-04-27,D. Lillard misses 2-pt layup from 2 ft,107,D. Lillard - lillada01,miss,2-pt layup
3018273,2016-04-27,D. Lillard misses 3-pt jump shot from 27 ft,71,D. Lillard - lillada01,miss,3-pt jump shot
3020590,2016-04-29,D. Lillard misses 2-pt jump shot from 6 ft,40,D. Lillard - lillada01,miss,2-pt jump shot
3021895,2016-05-01,D. Lillard makes 2-pt layup from 2 ft,97,D. Lillard - lillada01,make,2-pt layup
3021898,2016-05-01,D. Lillard misses 3-pt jump shot from 26 ft,79,D. Lillard - lillada01,miss,3-pt jump shot
3028719,2016-05-09,D. Lillard makes 2-pt jump shot from 14 ft,105,D. Lillard - lillada01,make,2-pt jump shot
3028721,2016-05-09,D. Lillard misses 3-pt jump shot from 25 ft,75,D. Lillard - lillada01,miss,3-pt jump shot
3028730,2016-05-09,D. Lillard misses 2-pt jump shot from 19 ft,22,D. Lillard - lillada01,miss,2-pt jump shot
3030140,2016-05-11,D. Lillard misses 2-pt layup from 2 ft,114,D. Lillard - lillada01,miss,2-pt layup
3030160,2016-05-11,D. Lillard misses 2-pt jump shot from 17 ft,43,D. Lillard - lillada01,miss,2-pt jump shot
3030181,2016-05-11,D. Lillard misses 3-pt jump shot from 28 ft,8,D. Lillard - lillada01,miss,3-pt jump shot
