,Date,Play,SecLeft,Shooter,ShotOutcome,ShotType
1403755,2017-01-13,D. Lillard makes 3-pt jump shot from 26 ft,22,D. Lillard - lillada01,make,3-pt jump shot
1403768,2017-01-13,D. Lillard misses 3-pt jump shot from 30 ft,7,D. Lillard - lillada01,miss,3-pt jump shot
1424141,2017-01-20,D. Lillard makes 2-pt jump shot from 19 ft,116,D. Lillard - lillada01,make,2-pt jump shot
1427441,2017-01-21,D. Lillard makes 2-pt jump shot from 6 ft,117,D. Lillard - lillada01,make,2-pt jump shot
1427474,2017-01-21,D. Lillard misses 2-pt jump shot from 19 ft,1,D. Lillard - lillada01,miss,2-pt jump shot
1445210,2017-01-25,D. Lillard misses 2-pt layup from 3 ft,87,D. Lillard - lillada01,miss,2-pt layup
1445217,2017-01-25,D. Lillard makes 2-pt jump shot from 12 ft,49,D. Lillard - lillada01,make,2-pt jump shot
1451410,2017-01-27,D. Lillard misses 3-pt jump shot from 26 ft,110,D. Lillard - lillada01,miss,3-pt jump shot
1451420,2017-01-27,D. Lillard misses 3-pt jump shot from 27 ft,33,D. Lillard - lillada01,miss,3-pt jump shot
1458374,2017-01-29,D. Lillard makes 2-pt layup at rim,27,D. Lillard - lillada01,make,2-pt layup
1475183,2017-02-03,D. Lillard misses 2-pt layup from 1 ft,71,D. Lillard - lillada01,miss,2-pt layup
1475207,2017-02-03,D. Lillard misses 3-pt jump shot from 25 ft,4,D. Lillard - lillada01,miss,3-pt jump shot
1475215,2017-02-03,D. Lillard misses 3-pt jump shot from 27 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
1481526,2017-02-05,D. Lillard misses 2-pt layup from 2 ft,93,D. Lillard - lillada01,miss,2-pt layup
1481545,2017-02-05,D. Lillard misses 3-pt jump shot from 28 ft,31,D. Lillard - lillada01,miss,3-pt jump shot
1481556,2017-02-05,D. Lillard makes 2-pt jump shot from 5 ft,18,D. Lillard - lillada01,make,2-pt jump shot
1495863,2017-02-09,D. Lillard makes 2-pt layup from 1 ft,39,D. Lillard - lillada01,make,2-pt layup
1495869,2017-02-09,D. Lillard misses 3-pt jump shot from 24 ft,19,D. Lillard - lillada01,miss,3-pt jump shot
1510293,2017-02-13,D. Lillard misses 2-pt jump shot from 19 ft,81,D. Lillard - lillada01,miss,2-pt jump shot
1519236,2017-02-23,D. Lillard misses 2-pt layup from 2 ft,58,D. Lillard - lillada01,miss,2-pt layup
1532683,2017-02-26,D. Lillard makes 2-pt layup from 3 ft,102,D. Lillard - lillada01,make,2-pt layup
1532685,2017-02-26,D. Lillard misses 2-pt jump shot from 4 ft,79,D. Lillard - lillada01,miss,2-pt jump shot
1537793,2017-02-28,D. Lillard misses 2-pt layup from 1 ft,77,D. Lillard - lillada01,miss,2-pt layup
1537810,2017-02-28,D. Lillard makes 2-pt layup at rim,3,D. Lillard - lillada01,make,2-pt layup
1545856,2017-03-02,D. Lillard misses 2-pt layup from 2 ft (block by T. Gibson),41,D. Lillard - lillada01,miss,2-pt layup
1554084,2017-03-04,D. Lillard makes 2-pt layup at rim,60,D. Lillard - lillada01,make,2-pt layup
1570359,2017-03-09,D. Lillard misses 3-pt jump shot from 27 ft,75,D. Lillard - lillada01,miss,3-pt jump shot
1582192,2017-03-12,D. Lillard makes 2-pt jump shot from 21 ft,61,D. Lillard - lillada01,make,2-pt jump shot
1582196,2017-03-12,D. Lillard misses 3-pt jump shot from 32 ft,37,D. Lillard - lillada01,miss,3-pt jump shot
1591952,2017-03-15,D. Lillard misses 2-pt jump shot from 7 ft,25,D. Lillard - lillada01,miss,2-pt jump shot
1613002,2017-03-21,D. Lillard misses 3-pt jump shot from 30 ft,57,D. Lillard - lillada01,miss,3-pt jump shot
1613009,2017-03-21,D. Lillard misses 2-pt layup from 1 ft (block by G. Antetokounmpo),7,D. Lillard - lillada01,miss,2-pt layup
1613012,2017-03-21,D. Lillard misses 3-pt jump shot from 28 ft,0,D. Lillard - lillada01,miss,3-pt jump shot
1619261,2017-03-23,D. Lillard makes 2-pt layup from 1 ft,117,D. Lillard - lillada01,make,2-pt layup
1636390,2017-03-28,D. Lillard misses 3-pt jump shot from 25 ft,56,D. Lillard - lillada01,miss,3-pt jump shot
1643642,2017-03-30,D. Lillard makes 2-pt layup from 3 ft,21,D. Lillard - lillada01,make,2-pt layup
1656776,2017-04-03,D. Lillard misses 2-pt jump shot from 8 ft,80,D. Lillard - lillada01,miss,2-pt jump shot
1656783,2017-04-03,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),54,D. Lillard - lillada01,make,3-pt jump shot
1656800,2017-04-03,D. Lillard misses 2-pt jump shot from 17 ft,0,D. Lillard - lillada01,miss,2-pt jump shot
1675078,2017-04-08,D. Lillard makes 3-pt jump shot from 26 ft,109,D. Lillard - lillada01,make,3-pt jump shot
1675088,2017-04-08,D. Lillard misses 3-pt jump shot from 28 ft,45,D. Lillard - lillada01,miss,3-pt jump shot
1693685,2017-04-16,D. Lillard misses 2-pt jump shot from 18 ft,68,D. Lillard - lillada01,miss,2-pt jump shot
1693690,2017-04-16,D. Lillard makes 2-pt dunk at rim,39,D. Lillard - lillada01,make,2-pt dunk
1693693,2017-04-16,D. Lillard makes 2-pt hook shot from 5 ft,8,D. Lillard - lillada01,make,2-pt hook shot
1702771,2017-04-22,D. Lillard makes 2-pt jump shot from 4 ft,13,D. Lillard - lillada01,make,2-pt jump shot
